,Time Stamp,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8,Sensor 9
64,0.6400000000000003,"(59.55, 9.3, 48.642)","(35.55, -14.55, 65.34)","(3.45, -15.75, 30.734)","(34.95, 15.15, 54.45)","(31.65, 7.2, 69.212)","(1.95, -5.7, 26.862)","(-3.45, -8.55, 42.35)","(8.4, -8.25, 28.072)","(3.0, -18.75, 35.09)"
65,0.6500000000000004,"(53.85, 12.0, 47.916)","(36.0, -13.65, 66.792)","(7.8, -18.0, 25.168)","(32.4, 14.4, 59.29)","(30.9, 6.6, 73.084)","(1.2, -6.15, 26.136)","(-2.1, -7.65, 38.962)","(9.15, -8.7, 29.524)","(1.65, -18.3, 32.428)"
66,0.6600000000000004,"(57.6, 8.25, 49.61)","(36.45, -12.45, 65.824)","(4.05, -15.6, 28.556)","(34.65, 16.5, 57.112)","(30.9, 7.35, 73.568)","(0.9, -5.55, 27.346)","(-1.5, -7.95, 43.076)","(10.95, -9.6, 28.798)","(4.05, -19.35, 33.88)"
67,0.6700000000000004,"(58.65, 9.75, 38.962)","(34.65, -13.95, 64.13)","(3.6, -14.25, 24.684)","(35.85, 12.45, 59.774)","(29.85, 7.05, 67.518)","(1.95, -5.55, 27.83)","(-2.4, -8.55, 40.414)","(7.8, -8.1, 31.944)","(0.6, -21.6, 35.574)"
68,0.6800000000000004,"(57.45, 8.7, 47.432)","(34.35, -14.1, 63.162)","(0.45, -17.7, 24.442)","(37.65, 16.5, 58.08)","(29.25, 10.2, 73.084)","(1.2, -5.4, 24.684)","(-1.5, -7.35, 39.93)","(10.05, -9.0, 29.282)","(1.8, -19.5, 34.364)"
69,0.6900000000000004,"(58.95, 8.85, 46.948)","(34.95, -13.5, 64.856)","(0.15, -14.55, 33.88)","(33.15, 14.4, 57.596)","(31.5, 7.95, 73.81)","(2.25, -5.4, 25.168)","(-2.85, -9.0, 40.414)","(9.15, -8.7, 30.492)","(1.65, -19.95, 33.396)"
70,0.7000000000000004,"(59.1, 12.75, 45.496)","(34.95, -13.65, 66.066)","(0.9, -11.7, 36.542)","(35.25, 12.75, 53.966)","(31.65, 8.7, 71.632)","(3.0, -6.75, 27.104)","(-2.55, -7.95, 40.656)","(9.9, -8.55, 30.976)","(1.35, -20.1, 33.88)"
71,0.7100000000000004,"(52.65, 7.8, 44.528)","(36.9, -14.1, 66.55)","(4.2, -12.6, 27.346)","(34.8, 13.65, 58.564)","(30.75, 7.8, 72.842)","(2.1, -5.1, 26.862)","(-1.35, -7.35, 41.14)","(9.3, -8.1, 28.072)","(2.1, -19.05, 35.332)"
72,0.7200000000000004,"(58.05, 8.25, 44.286)","(36.45, -12.6, 64.856)","(2.4, -18.6, 33.154)","(34.8, 15.0, 58.322)","(31.5, 8.55, 69.938)","(1.8, -6.45, 27.588)","(-0.9, -7.5, 41.866)","(8.4, -8.4, 29.04)","(2.7, -18.75, 32.186)"
73,0.7300000000000004,"(55.65, 9.3, 46.706)","(35.55, -13.5, 65.34)","(5.1, -17.1, 31.46)","(34.95, 14.55, 54.934)","(31.95, 5.7, 68.97)","(1.65, -6.9, 24.926)","(-2.4, -8.55, 39.446)","(9.15, -9.15, 31.702)","(2.55, -19.2, 34.122)"
